Address,Address - Zip Code,# of Garage Spaces,Bathrooms - Full,Bathrooms - Half,Bedrooms,HOA Dues,Listing Price,Price_Per_SQFT_LISTING,Lot Size - Sq Ft,Listing Date,Pending Date,Pool,Selling Date,Selling Price,Selling_Price_Per_Sqft,Square Footage,Year Built
"5639 Westchester Cir Stockton, CA 95219-7169",95219,3,3,0,4,62,439000,138.66,6207,10/22/2014,11/5/2014,YESY,12/11/2014,437000,138.0290587,3166,2003
"10240 Rubicon Ave Stockton, CA 95219-7111",95219,2,2,0,3,62,299500,161.89,8337,10/23/2014,10/28/2014,NONO,12/9/2014,295000,159.4594595,1850,2003
"10419 Gianna Ct Stockton, CA 95209",95209,2,3,0,5,0,319137,140.53,7072,10/29/2014,1/18/2015,NONO,2/17/2015,319137,140.5270806,2271,
"10435 Gianna Ct Stockton, CA 95209",95209,2,3,0,5,0,345407,135.19,7072,10/29/2014,12/22/2014,NONO,4/30/2015,350407,137.1455969,2555,
"3110 Calla Lily Ln Stockton, CA 95209-3779",95209,2,2,1,4,100,260000,117.06,3101,12/9/2014,1/29/2015,NONO,2/26/2015,255000,114.8131472,2221,2006
"760 Gianna Way Stockton, CA 95209",95209,2,2,0,3,0,292672,162.06,7495,10/29/2014,11/3/2014,NONO,12/19/2014,301232,166.7951274,1806,
"1035 Green Ridge Dr Stockton, CA 95209",95209,3,2,0,4,0,280000,120.85,7200,10/28/2014,2/19/2015,NONO,4/8/2015,282960,122.1234355,2317,2003
"10525 Rudder Way, Stockton, CA 95209-4349",95209,2,2,1,4,100,269900,141.83,5001,10/27/2014,1/29/2015,YESY,3/9/2015,263000,138.2028376,1903,2005
"10194 River Oaks Dr Stockton, CA 95209",95209,3,2,0,3,100,239900,153.39,6782,10/30/2014,11/2/2014,NONO,11/26/2014,239900,153.3887468,1564,1991
"3439 Hepburn Cir Stockton, CA 95209-3912",95209,2,2,1,4,150,288500,153.21,4879,10/30/2014,11/13/2014,YESY,1/8/2015,288500,153.212958,1883,2000
"10125 Capetown Ln, Stockton, CA 95219-7255",95219,2,2,1,4,40,290000,108.21,5301,10/31/2014,3/19/2015,NONO,5/29/2015,310500,115.858209,2680,2006
"9924 River View Cir Stockton, CA 95209-4169",95209,3,2,0,3,90,259900,177.41,6212,10/31/2014,12/12/2014,NONO,1/7/2015,255000,174.0614334,1465,1995
"10945 Lakemore Ln Stockton, CA 95219",95219,2,2,0,3,62,329500,169.23,5602,11/3/2014,12/8/2014,YESY,1/26/2015,305000,156.6512583,1947,2004
"10535 Hidden Grove Stockton, CA 95209",95209,2,2,0,4,0,269950,157.77,6300,11/8/2014,12/26/2014,NONO,2/6/2015,269000,157.2180012,1711,2004
"2822 Sea Bird Way, Stockton, CA 95209-4271",95209,3,3,0,5,0,414900,123.67,8777,12/27/2014,5/8/2015,NONO,6/9/2015,400000,119.2250373,3355,2006
"10815 LAVA BED Ln Stockton, CA 95209",95209,3,2,0,4,127,284900,151.14,7100,11/10/2014,12/31/2014,YESY,2/11/2015,280000,148.5411141,1885,1993
"10617 Dylan Ct Stockton, CA 95209-3769",95209,2,3,0,5,140,275000,107.63,6695,11/10/2014,11/19/2014,YESY,3/30/2015,275000,107.6320939,2555,2000
"748 Gianna Way Stockton, CA 95209",95209,2,3,0,5,0,358073,116.45,5268,11/10/2014,3/4/2015,NONO,4/17/2015,358073,116.4465041,3075,2014
"5513 Asbury Way Stockton, CA 95219-7164",95219,3,3,0,5,65,409000,127.14,7018,11/12/2014,11/20/2014,YESY,12/10/2014,381000,118.433323,3217,2003
"10607 Pleasant Valley Cir Stockton, CA 95209",95209,0,2,1,3,150,275000,155.98,5049,11/13/2014,2/3/2015,NONO,3/18/2015,270000,153.1480431,1763,1994
"855 Schmidt Ct Stockton, CA 95209-4351",95209,2,3,0,6,110,347900,110.27,6216,10/17/2014,1/20/2015,YESY,2/20/2015,347900,110.2694136,3155,2005
"5631 Westchester Circle Stockton, CA 95219",95219,2,3,0,3,70,310000,144.25,5759,10/16/2014,12/26/2014,NONO,1/28/2015,295000,137.2731503,2149,2003
"10536 Waterbury Dr Stockton, CA 95209-4204",95209,3,3,0,4,0,355000,132.17,7701,11/14/2014,2/17/2015,YESY,3/27/2015,355000,132.1667908,2686,2003
"10432 Tyke Dr Stockton, CA 95209",95209,2,3,1,4,0,269500,134.75,5301,10/18/2014,1/16/2015,NONO,3/24/2015,265000,132.5,2000,2007
"10237 Bridgeview Ln Stockton, CA 95219-7279",95219,2,3,0,6,52,430000,133.33,5807,1/7/2015,2/17/2015,NONO,3/20/2015,420000,130.2325581,3225,2007
"10553 Rudder Way Stockton, CA 95209-4349",95209,2,2,1,4,105,285000,149.76,5001,1/9/2015,1/28/2015,YESY,3/10/2015,283000,148.7125591,1903,2005
"10843 Beachcomber Dr Stockton, CA 95209-4275",95209,3,3,0,5,0,425000,126.68,8442,11/19/2014,1/10/2015,NONO,2/26/2015,390000,116.2444113,3355,2006
"1565 Oaktree Ln Stockton, CA 95209",95209,2,3,0,5,39,365000,112.34,6299,11/18/2014,1/16/2015,NONO,3/18/2015,360000,110.8033241,3249,2006
"3215 Golden Poppy Stockton, CA 95209",95209,2,3,0,4,100,270000,121.57,3223,11/25/2014,1/17/2015,NONO,2/18/2015,275000,123.8181,2221,2006
"10623 Rivermont Dr Stockton, CA 95209-4567",95209,4,3,0,4,0,381700,123.45,7423,11/26/2014,12/9/2014,YESY,1/2/2015,314000,101.5523933,3092,2005
"6237 CRESTVIEW Cir, Stockton, CA 95219-7200",95219,2,2,1,4,186,379000,128.04,10437,12/15/2014,6/4/2015,YESY,7/2/2015,370000,125,2960,2003
"10185 Creek Trail Cir Stockton, CA 95209-4173",95209,3,2,0,4,90,289950,138.73,6299,12/15/2014,1/29/2015,NONO,3/3/2015,275500,131.8181818,2090,1997
"5548 Havencrest Cir Stockton, CA 95219",95219,3,3,0,3,62,349000,117.99,6168,12/15/2014,4/10/2015,NONO,5/6/2015,345000,116.63286,2958,2004
"3065 White Oak Dr Stockton, CA 95209-3917",95209,2,2,1,3,115,249950,153.82,3498,12/19/2014,3/12/2015,NONO,3/20/2015,240000,147.6923077,1625,2004
"10532 Scooter Ct Stockton, CA 95209",95209,2,3,0,5,0,336051,124.83,5188,12/22/2014,3/16/2015,NONO,4/22/2015,336051,124.8332095,2692,2014
"10269 Nations Cir Stockton, CA 95209-4552",95209,2,2,0,4,0,305000,145.58,7976,12/23/2014,1/21/2015,NONO,2/26/2015,305000,145.5847255,2095,2004
"10692 Elkhorn Dr Stockton, CA 95219",95219,2,3,1,4,0,497950,137.4,17568,12/27/2014,3/1/2015,YESY,3/24/2015,475000,131.0706402,3624,1977
"10212 Reflection Lane, Stockton, CA 95219",95219,4,3,0,4,62,365000,128.88,6490,12/29/2014,11/20/2015,YESY,1/7/2016,360000,127.1186441,2832,2004
"10584 Rudder Way Stockton, CA 95209-4349",95209,2,2,1,4,105,299000,138.17,6691,12/22/2014,2/2/2015,NONO,3/3/2015,299000,138.1700555,2164,2005
"10641 Sellers Cir Stockton, CA 95209-3813",95209,2,2,1,3,141,244900,177.85,2858,12/30/2014,1/7/2015,NONO,2/20/2015,240000,174.291939,1377,2007
"1604 Oak Tree Ln, Stockton, CA 95209-5400",95209,2,2,0,4,30,323990,149.03,6000,12/31/2014,2/2/2015,NONO,7/17/2015,328172,150.9530819,2174,
"10105 Kaycee Ln, Stockton, CA 95209-5400",95209,2,3,0,5,30,368990,139.45,12858,12/31/2014,4/7/2015,NONO,11/17/2015,395538,149.4852608,2646,
"2527 Lonnie Beck Way Stockton, CA 95209-4191",95209,2,2,0,4,0,269900,157.74,5201,11/16/2014,12/2/2014,NONO,12/31/2014,270000,157.8024547,1711,2002
"10048 Capetown Ln Stockton, CA 95219",95219,2,3,1,5,48,395000,138.16,5031,1/10/2015,2/16/2015,NONO,3/18/2015,395000,138.1601959,2859,2006
"3415 Oak Shores Dr Stockton, CA 95209-3749",95209,3,2,0,3,150,299000,165.1,7897,1/12/2015,1/23/2015,YESY,2/23/2015,300000,165.6543346,1811,1997
"2143 Gerber Dr Stockton, CA 95209-4516",95209,3,2,0,3,210,295000,155.18,8202,1/12/2015,1/16/2015,YESY,2/19/2015,305000,160.4418727,1901,2000
"10273 Mono Ct Stockton, CA 95219-7117",95219,3,2,1,4,62,339000,128.26,6116,1/12/2015,2/13/2015,YESY,3/26/2015,345000,130.5334847,2643,2003
"10402 el paso Stockton, CA 95209",95209,2,3,1,5,0,385000,131.26,7614,1/16/2015,3/31/2015,YESY,5/20/2015,380625,129.7732697,2933,2005
"10603 Christopher Ct, Stockton, CA 95209-4408",95209,2,2,1,3,0,283000,164.63,5201,1/16/2015,6/17/2015,NONO,6/23/2015,278000,161.7219314,1719,2010
"1449 Green Ridge Dr Stockton, CA 95209-4536",95209,2,2,0,3,0,269900,153.7,5001,1/16/2015,1/23/2015,NONO,2/6/2015,265000,150.9111617,1756,2003
"2718 Breaker Way, Stockton, CA 95209-4264",95209,3,3,0,5,0,359900,141.8,7362,1/16/2015,5/11/2015,NONO,6/19/2015,360500,142.0409771,2538,2006
"3109 English Oaks Cir Stockton, CA 95209",95209,2,2,1,3,110,275000,171.13,3506,1/19/2015,3/30/2015,NONO,5/8/2015,249500,155.2582452,1607,2004
"10301 Lanier Ln Stockton, CA 95219-7116",95219,2,2,0,3,72,299900,162.72,8882,1/19/2015,3/17/2015,YESY,3/31/2015,295000,160.0651112,1843,2003
"5953 Melones Way, Stockton, CA 95219-7262",95219,2,3,0,4,0,329900,154.09,0,1/20/2015,6/6/2015,NONO,7/7/2015,324900,151.751518,2141,2010
"3436 Tupelo Dr Stockton, CA 95209-3743",95209,2,2,0,3,150,269900,155.56,6700,1/20/2015,2/28/2015,YESY,4/3/2015,277500,159.9423631,1735,1996
"9941 River View Cir Stockton, CA 95209-4167",95209,3,2,0,3,60,270000,159.67,5998,1/24/2015,2/25/2015,NONO,3/25/2015,270000,159.668835,1691,1997
"3853 Canyonlands Rd, Stockton, CA 95209-3611",95209,3,4,0,6,230,589900,185.97,9980,1/25/2015,6/13/2015,YESY,7/22/2015,566500,178.593947,3172,2002
"10407 Freshwater Stockton, CA 95209",95209,2,3,0,6,145,375000,139.25,10332,1/26/2015,2/7/2015,YESY,3/12/2015,375000,139.2499072,2693,1999
"1634 Praire Ln Stockton, CA 95209-4579",95209,3,3,0,4,10,379888,116.82,6534,1/6/2015,4/10/2015,NONO,4/24/2015,365000,112.2386224,3252,2006
"10140 River Falls Cir Stockton, CA 95209",95209,3,2,0,4,86,309900,164.32,6983,1/8/2015,2/12/2015,YESY,3/20/2015,308000,163.3085896,1886,1993
"10374 River Bluff Ln Stockton, CA 95209-4175",95209,2,3,0,4,0,282500,111.53,5301,1/7/2015,3/24/2015,NONO,4/16/2015,282500,111.5278326,2533,1997
"10907 dutch tulip Stockton, CA 95209",95209,2,3,0,4,100,254000,121.65,2548,1/9/2015,2/16/2015,NONO,3/25/2015,249500,119.4923372,2088,2006
"3337 Gable Ct, Stockton, CA 95209-3903",95209,2,2,1,4,125,299900,149.95,7710,1/9/2015,6/12/2015,YESY,7/16/2015,300000,150,2000,2000
"5933 Beacon Port Way Stockton, CA 95219-7257",95219,2,2,1,4,42,369000,133.5,6730,1/9/2015,3/29/2015,NONO,3/31/2015,360000,130.2460203,2764,2007
"3465 Oak Shores Dr, Stockton, CA 95209-3749",95209,0,3,0,4,221,319500,155.78,7105,1/11/2015,4/4/2015,YESY,4/24/2015,280000,136.5187713,2051,1999
"3520 Oak Shores Dr Stockton, CA 95209-3750",95209,3,2,0,3,220,440000,203.89,9348,1/26/2015,2/12/2015,YESY,2/27/2015,430000,199.2585728,2158,1999
"10641 Albert Dr Stockton, CA 95209-4413",95209,2,2,0,3,0,299500,163.48,6429,1/26/2015,2/23/2015,NONO,3/27/2015,300000,163.7554585,1832,2010
"10856 Sand Castle Way Stockton, CA 95209-4273",95209,3,3,0,5,0,394888,117.7,8260,1/28/2015,3/26/2015,NONO,4/28/2015,390000,116.2444113,3355,2006
"2916 Ocean Mist Ct Stockton, CA 95209-4263",95209,2,2,1,4,0,330000,133.98,7148,2/1/2015,2/18/2015,NONO,3/25/2015,330000,133.9829476,2463,2006
"3463 Banyon Dr, Stockton, CA 95209-3737",95209,2,2,0,4,140,289000,173.57,6151,1/29/2015,4/23/2015,YESY,5/29/2015,286000,171.7717718,1665,1997
"1951 Oak Tree Ln, Stockton, CA 95209-4530",95209,0,2,1,4,36,349950,129.71,5702,1/30/2015,4/26/2015,NONO,5/28/2015,330000,122.3128243,2698,2005
"2116 Bierens Way Stockton, CA 95209",95209,2,2,0,3,0,317000,181.35,7231,2/5/2015,2/27/2015,YESY,4/1/2015,300000,171.624714,1748,2000
"10421 Almanor Cir, Stockton, CA 95219-7101",95219,2,2,1,4,62,325000,151.87,6286,2/5/2015,6/6/2015,YESY,7/14/2015,324000,151.4018692,2140,2003
"3188 Joshua Tree Cir Stockton, CA 95209-3810",95209,3,3,0,6,435,349900,135.1,7004,2/5/2015,3/4/2015,YESY,3/24/2015,343000,132.4324324,2590,2002
"1674 Oak Tree Ln, Stockton, CA 95209-5400",95209,2,2,0,4,30,315990,161.47,6999,2/6/2015,2/17/2015,NONO,7/15/2015,318002,162.4946346,1957,2015
"720 Gianna Way Stockton, CA 95209",95209,2,3,0,5,0,375238,122.03,5406,2/11/2015,2/21/2015,NONO,3/18/2015,375238,122.0286179,3075,2014
"1051 Windjammer Dr Stockton, CA 95209-4328",95209,2,2,1,4,100,325000,148.27,5998,3/5/2015,3/22/2015,YESY,4/17/2015,322000,146.8978102,2192,2005
"5258 Loki Ln Stockton, CA 95219-7245",95219,2,2,1,3,110,269000,161.56,2692,2/12/2015,4/8/2015,YESY,5/7/2015,260000,156.1561562,1665,2006
"10904 Lands End Dr Stockton, CA 95209-4289",95209,3,3,0,4,0,345000,128.11,5497,2/13/2015,2/26/2015,NONO,3/31/2015,335000,124.3965837,2693,2006
"2130 Evening St, Stockton, CA 95209-4247",95209,2,2,1,4,0,344900,146.45,5240,2/16/2015,4/25/2015,NONO,5/26/2015,328000,139.2781316,2355,2005
"10759 Fire Island Cir Stockton, CA 95209",95209,3,2,0,4,143,275000,145.89,8407,2/16/2015,2/24/2015,YESY,3/24/2015,291500,154.6419098,1885,1993
"10360 Bridgeview Ln Stockton, CA 95219-7280",95219,3,3,0,4,40,399000,152.58,10293,1/26/2015,2/6/2015,NONO,3/10/2015,399100,152.6195029,2615,2009
"10543 Lake Point Ave, Stockton, CA 95219-7274",95219,2,2,1,4,40,319000,148.86,3960,3/12/2015,5/23/2015,YESY,6/25/2015,300000,139.9906673,2143,2007
"10040 Kane Way, Stockton, CA 95209-4513",95209,2,2,0,3,219,249000,168.58,7004,1/26/2015,6/30/2015,NONO,6/30/2015,249000,168.5849695,1477,2000
"5373 Ridgeview Cir Stockton, CA 95219-7191",95219,2,3,0,4,60,340000,125.18,6730,2/24/2015,3/1/2015,YESY,4/16/2015,340000,125.1840943,2716,2004
"4191 Maddie Cir Stockton, CA 95209-3805",95209,2,2,1,4,150,299900,147.59,6504,2/24/2015,3/8/2015,YESY,3/31/2015,287500,141.4862205,2032,2001
"1243 Mill Way Stockton, CA 95209-4368",95209,3,4,1,5,100,429000,111.08,7396,2/26/2015,3/11/2015,YESY,4/16/2015,445000,115.2252719,3862,2006
"2335 WAVE CREST LANE Stockton, CA 95209",95209,3,3,0,5,0,329000,122.17,5924,2/28/2015,3/8/2015,NONO,4/22/2015,337074,125.1667286,2693,2006
"10520 hidden cove Ct, Stockton, CA 95219-7272",95219,2,2,1,4,40,318000,158.21,4439,3/13/2015,7/10/2015,YESY,8/14/2015,318000,158.2089552,2010,2007
"3487 Hepburn Cir Stockton, CA 95209-3902",95209,2,2,0,3,130,259982,182.83,5072,3/2/2015,3/10/2015,NONO,4/10/2015,257500,181.0829817,1422,2000
"3574 Iron Canyon Cir Stockton, CA 95209-3600",95209,3,3,0,4,144,341000,122.66,7501,3/2/2015,3/10/2015,YESY,4/10/2015,341000,122.6618705,2780,2002
"5522 Pyramid Ct, Stockton, CA 95219",95219,3,3,0,4,62,389000,154.73,10790,3/3/2015,3/29/2015,NONO,6/22/2015,390000,155.1312649,2514,2003
"1924 Bright Star Pl, Stockton, CA 95209-4574",95209,3,3,0,5,0,327500,121.88,5284,3/2/2015,7/11/2015,NONO,8/20/2015,327000,121.6970599,2687,2005
"413 Merle Rd Stockton, CA 95209-3820",95209,2,2,0,3,0,257000,177.12,6508,3/5/2015,3/9/2015,NONO,4/10/2015,270000,186.0785665,1451,2011
"10440 Humboldt Pl Stockton, CA 95209",95209,2,3,0,5,0,299950,125.14,11522,3/5/2015,3/13/2015,NONO,4/14/2015,315000,131.4142678,2397,1999
"103 Belluno Dr Stockton, CA 95209-4597",95209,2,2,1,4,270,278888,124.23,3149,3/4/2015,4/6/2015,YESY,5/11/2015,276388,123.1126949,2245,2007
"10734 Wishon Dr Stockton, CA 95219-7161",95219,3,3,0,4,62,419000,123.64,6826,2/17/2015,5/6/2015,YESY,5/12/2015,400000,118.0289171,3389,2003
"10316 Copco Ln, Stockton, CA 95219",95219,3,4,1,4,720,439000,109.37,6098,2/18/2015,7/14/2015,YESY,8/31/2015,435100,108.3956153,4014,2003
"1626 Little Grass Way, Stockton, CA 95209-5400",95209,2,2,0,3,30,295590,167.09,6300,2/19/2015,4/12/2015,NONO,8/21/2015,307322,173.7263991,1769,
"1634 Little Grass Way, Stockton, CA 95209-5400",95209,2,2,0,4,30,327590,150.69,6300,2/19/2015,3/26/2015,NONO,8/25/2015,343609,158.0538178,2174,
"10140 Rudder Way Stockton, CA 95209-4345",95209,2,3,0,5,115,292000,148.6,5898,2/22/2015,3/21/2015,YESY,3/26/2015,292000,148.6005089,1965,2005
"10630 Albert Dr Stockton, CA 95209-4413",95209,2,2,0,3,0,279900,170.05,8411,2/23/2015,3/2/2015,NONO,3/20/2015,295900,179.7691373,1646,2010
"2330 Lonnie Beck Way, Stockton, CA 95209-4192",95209,2,2,1,4,0,345000,127.87,6325,2/21/2015,4/21/2015,NONO,6/17/2015,342000,126.7605634,2698,2003
"10623 Rivermont Dr, Stockton, CA 95209-4567",95209,4,3,0,4,0,425000,137.45,7423,3/12/2015,5/15/2015,YESY,6/24/2015,415000,134.2173351,3092,2005
"3433 Des Moines Stockton, CA 95209",95209,2,2,0,4,130,284999,171.17,7863,3/16/2015,4/16/2015,NONO,5/20/2015,277000,166.3663664,1665,1995
"2035 Olivia Stockton, CA 95219",95219,2,2,0,4,0,309950,147.95,5863,3/16/2015,5/5/2015,NONO,5/7/2015,305550,145.8472554,2095,2003
"6308 Crestview Cir, Stockton, CA 95219-7199",95219,2,2,0,3,57,314000,183.2,5001,3/15/2015,3/18/2015,YESY,4/28/2015,312900,182.5554259,1714,2003
"3425 MESA VERDE Cir, Stockton, CA 95209-3607",95209,1,3,0,4,350,549000,205.77,12118,3/16/2015,6/29/2015,YESY,8/13/2015,540000,202.3988006,2668,2001
"10516 Dnieper Ln, Stockton, CA 95219-7179",95219,3,2,1,4,62,309900,144.81,6303,3/16/2015,5/18/2015,NONO,6/24/2015,310000,144.8598131,2140,2003
"10506 Clarks Fork Cir, Stockton, CA 95219-7181",95219,2,3,0,4,62,329950,123.67,6874,3/20/2015,4/17/2015,NONO,5/15/2015,329900,123.6506747,2668,2003
"10870 Arrowood Dr, Stockton, CA 95219",95219,2,2,0,4,61,289000,148.97,5001,3/21/2015,4/13/2015,NONO,5/22/2015,289000,148.9690722,1940,2004
"10998 Pleasant Valley Ct Stockton, CA 95209-3726",95209,3,2,1,4,135,299900,151.85,8485,3/21/2015,4/7/2015,NONO,5/12/2015,300000,151.8987342,1975,1994
"10305 Rudder Way, Stockton, CA 95209-4347",95209,0,2,1,4,100,289950,133.99,6564,3/21/2015,4/23/2015,YESY,6/1/2015,289950,133.9879852,2164,2005
"3668 Iron Canyon Cir, Stockton, CA 95209-3601",95209,4,3,0,4,143,320000,124.42,8294,4/12/2015,8/12/2015,NONO,10/23/2015,320000,124.4167963,2572,2000
"867 GEDDINGS, Stockton, CA 95209",95209,0,3,0,5,105,288550,146.84,5001,3/21/2015,5/9/2015,YESY,6/12/2015,288000,146.5648855,1965,2005
"10009 Copco Ln Stockton, CA 95219-7131",95219,2,2,0,3,62,330000,149.12,8041,3/7/2015,3/17/2015,NONO,4/10/2015,315000,142.340714,2213,2004
"2529 New Brighton Ln, Stockton, CA 95209-4292",95209,2,2,0,4,0,285500,130.78,5502,3/6/2015,6/4/2015,NONO,8/7/2015,290500,133.0737517,2183,2006
"3643 Hepburn Cir Stockton, CA 95209-3907",95209,2,2,1,3,143,289000,153.48,4918,3/8/2015,3/23/2015,YESY,4/27/2015,289000,153.4784918,1883,1999
"10631 Scooter Ct Stockton, CA 95209",95209,2,2,0,3,0,281893,182.46,6800,3/11/2015,3/21/2015,NONO,4/15/2015,283988,183.8110032,1545,2014
"5416 Ridgeview Cir, Stockton, CA 95219-7190",95219,2,2,0,3,62,299900,162.11,5602,3/13/2015,5/14/2015,NONO,6/24/2015,300000,162.1621622,1850,2004
"3249 English Oak Cir, Stockton, CA 95209-3920",95209,2,2,1,3,130,145000,72.86,3520,3/23/2015,7/17/2015,YESY,9/29/2015,246750,123.9949749,1990,2004
"10523 Abigail Ct, Stockton, CA 95209",95209,2,3,0,5,0,394184,128.19,0,3/25/2015,5/25/2015,NONO,6/26/2015,381561,124.084878,3075,2015
"10606 Samantha Dr, Stockton, CA 95209-3807",95209,3,2,1,3,150,298500,146.9,6538,3/26/2015,4/29/2015,NONO,5/28/2015,299900,147.5885827,2032,2000
"425 Merle Rd, Stockton, CA 95209-3820",95209,2,2,0,3,0,301888,164.79,6691,3/26/2015,4/10/2015,NONO,5/22/2015,295000,161.0262009,1832,2011
"10501 Dnieper Ln, Stockton, CA 95219-7179",95219,2,2,1,4,61,323950,151.38,6177,3/13/2015,5/9/2015,NONO,6/10/2015,317500,148.364486,2140,2003
"2726 Breaker Way, Stockton, CA 95209-4264",95209,3,3,0,6,0,439900,131.12,6791,3/27/2015,8/17/2015,NONO,9/11/2015,400000,119.2250373,3355,2006
"4235 Maddie Cir, Stockton, CA 95209-3806",95209,2,3,0,5,250,329000,128.77,6726,3/28/2015,6/16/2015,YESY,7/31/2015,325000,127.2015656,2555,2000
"10202 River Oaks Dr, Stockton, CA 95209-4120",95209,3,2,0,3,100,299000,151.7,7079,4/21/2015,5/1/2015,NONO,6/10/2015,299000,151.6996449,1971,1991
"10814 Peony Place Dr, Stockton, CA 95209-3776",95209,2,3,0,5,100,250000,112.56,3136,3/30/2015,7/8/2015,NONO,8/31/2015,247000,111.2111661,2221,2006
"10357 Haddonfield Ln, Stockton, CA 95219-7276",95219,2,3,0,4,41,475000,155.08,11378,4/1/2015,4/23/2015,YESY,6/29/2015,477000,155.7296768,3063,2007
"10611 Christopher Ct, Stockton, CA 95209-4408",95209,2,2,1,3,0,290000,168.7,5201,4/6/2015,4/13/2015,NONO,5/12/2015,290500,168.9936009,1719,2010
"10447 Walter Way, Stockton, CA 95209-3830",95209,2,2,0,3,0,315000,170.92,6447,4/7/2015,4/17/2015,NONO,5/22/2015,309000,167.6614216,1843,2013
"10636 Pleasant Valley Cir Stockton, CA 95209-3720",95209,2,2,1,3,120,285000,161.66,7736,4/8/2015,4/17/2015,YESY,5/15/2015,285000,161.6562677,1763,1995
"10628 Sunbird Way, Stockton, CA 95219-7159",95219,3,2,0,4,59,335000,159.45,6970,4/8/2015,5/4/2015,NONO,6/22/2015,335000,159.447882,2101,2003
"10757 Lands End Dr, Stockton, CA 95209-4283",95209,3,3,0,5,0,358900,133.27,5628,4/8/2015,5/29/2015,NONO,7/21/2015,355000,131.8232455,2693,2007
"10045 Wendt Way, Stockton, CA 95209-4523",95209,2,3,1,4,210,349950,136.27,7092,4/13/2015,4/30/2015,NONO,6/4/2015,342500,133.3722741,2568,2001
"5269 Vesta Cir, Stockton, CA 95219-7246",95219,2,2,1,3,112,264950,130.58,4008,4/13/2015,5/26/2015,YESY,7/31/2015,260000,128.1419418,2029,2006
"10426 Almanor Cir, Stockton, CA 95219-7101",95219,2,2,0,4,0,309000,157.17,6116,4/13/2015,6/6/2015,NONO,7/14/2015,305000,155.1373347,1966,2003
"3739 Wind Cave Cir, Stockton, CA 95209",95209,3,2,1,3,1300,439000,205.14,8917,4/15/2015,7/2/2015,NONO,8/10/2015,434000,202.8037383,2140,2001
"3526 Iron Canyon Cir, Stockton, CA 95209-3600",95209,3,3,0,5,130,305000,133.77,9378,4/15/2015,7/26/2015,YESY,9/3/2015,305000,133.7719298,2280,2000
"10413 Gianna Ct, Stockton, CA 95209-4608",95209,2,3,0,5,0,375000,121.95,8721,4/16/2015,7/7/2015,NONO,8/19/2015,376000,122.2764228,3075,2014
"10487 Almanor Cir, Stockton, CA 95219",95219,3,2,1,4,0,324950,151.85,13421,4/16/2015,4/22/2015,NONO,5/22/2015,327000,152.8037383,2140,2002
"2359 New Brighton Ln, Stockton, CA 95209-4290",95209,2,3,0,5,0,315000,119.05,5502,4/16/2015,5/13/2015,NONO,6/23/2015,325000,122.8269085,2646,2006
"3721 Oak Shores Dr, Stockton, CA 95209-3763",95209,2,2,1,4,220,325000,140.15,6891,4/17/2015,4/27/2015,NONO,6/30/2015,325000,140.1466149,2319,2001
"1838 Praire Ln, Stockton, CA 95209-4576",95209,2,3,0,4,30,359900,110.77,6739,4/17/2015,4/29/2015,NONO,6/1/2015,350000,107.725454,3249,2005
"5740 Melones Way, Stockton, CA 95219",95219,2,3,0,4,62,345000,147.69,6360,4/18/2015,7/10/2015,YESY,9/17/2015,345000,147.6883562,2336,2003
"1546 Little Grass Way, Stockton, CA 95209-5400",95209,3,3,0,5,30,372490,140.77,6750,3/26/2015,6/23/2015,NONO,10/29/2015,400463,151.3465608,2646,
"1538 Little Grass Way, Stockton, CA 95209-5400",95209,2,2,0,4,30,317790,162.39,6900,3/26/2015,4/3/2015,NONO,11/9/2015,335463,171.4169647,1957,2015
"10419 Big Oak Cir Stockton, CA 95209-4559",95209,3,2,0,4,0,279000,159.52,7279,3/26/2015,4/22/2015,NONO,5/21/2015,284000,162.378502,1749,2004
"5833 Rubicon Ct, Stockton, CA 95219",95219,3,3,0,4,62,394500,147.86,13870,4/21/2015,9/4/2015,YESY,10/15/2015,385000,144.3028486,2668,2003
"10577 Rubicon Ave, Stockton, CA 95219-7184",95219,2,2,0,4,62,319000,162.26,7588,4/22/2015,5/4/2015,NONO,6/17/2015,315000,160.2238047,1966,2004
"714 Scooter Way, Stockton, CA 95209",95209,2,2,0,4,0,315395,174.64,6860,4/22/2015,4/27/2015,NONO,7/16/2015,312895,173.2530454,1806,
"1522 Little Grass Way, Stockton, CA 95209-5400",95209,3,2,0,4,30,326780,166.98,6891,4/22/2015,7/3/2015,NONO,11/25/2015,338537,172.9877363,1957,2015
"10332 Creek Trail Cir, Stockton, CA 95209-4180",95209,3,3,0,4,80,270000,126.46,5998,4/23/2015,7/3/2015,NONO,12/17/2015,281000,131.6159251,2135,1998
"5548 Cortina Ln, Stockton, CA 95219-7157",95219,3,3,0,5,62,449000,139.57,6813,4/21/2015,5/7/2015,YESY,6/26/2015,446000,138.6384831,3217,2003
"3664 Hepburn Circle, Stockton, CA 95209",95209,0,2,0,3,143,239900,168.71,4840,4/2/2015,5/29/2015,NONO,7/15/2015,240000,168.7763713,1422,1999
"5975 Silveroak Cir, Stockton, CA 95219-7187",95219,3,3,0,5,62,380000,120.03,5502,4/24/2015,9/11/2015,NONO,10/9/2015,380000,120.0252685,3166,2004
